"draw","transmission_row","R0_scenario","coverage","ve_cross_protection","delivery","delay_weeks","hosp_rate","cfr_hosp_band_1","cfr_hosp_band_2","cfr_hosp_band_3","cfr_hosp_band_4","cfr_hosp_band_5","cfr_hosp_band_6","cfr_hosp_band_7","cfr_hosp_band_8","cfr_hosp_band_9","cfr_nonhosp_band_1","cfr_nonhosp_band_2","cfr_nonhosp_band_3","cfr_nonhosp_band_4","cfr_nonhosp_band_5","cfr_nonhosp_band_6","cfr_nonhosp_band_7","cfr_nonhosp_band_8","cfr_nonhosp_band_9","dw_mild_mod","dw_severe","dw_chronic","dur_mild_mod","dur_severe","dur_subacute","dur_chronic","life_expectancy_band_1","life_expectancy_band_2","life_expectancy_band_3","life_expectancy_band_4","life_expectancy_band_5","life_expectancy_band_6","life_expectancy_band_7","life_expectancy_band_8","life_expectancy_band_9","rec_acute","rec_subacute","rec_chronic"
428,428,"high",0.350593941056296,0.492678612913772,0.098412287928016,1,0.049467203133431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588446178200648,0.170417488396754,0.380031783333519,0.0160662273225441,0.0176299568650717,0.123781976076231,0.520211678618497,69.2647734178009,57.3962374294199,50.6541281028839,43.8872014298404,32.1756647443358,23.9730669547545,17.3105483094236,11.7173366965175,5.99546564514645,0.0456824561158797,0.331489468448488,0.622828075435633
429,429,"high",0.431890279073295,0.348111329181253,0.098935336327962,2,0.0484871713648179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051180516328028,0.186600489274994,0.392446344639333,0.0178118066592696,0.015386980464694,0.0884667259012405,0.538005476284662,69.2760512589611,61.9109313786909,51.5459030570069,45.4581799254977,36.0653447603645,24.3159679814045,15.8373937074359,11.1216906027171,5.95939310027254,0.0503630880765707,0.263641843804997,0.685995068118432
430,430,"high",0.34422343471215,0.305217907934974,0.100426060290678,2,0.0572914187362354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051269210177041,0.080049590770727,0.406016174923621,0.0184562239493026,0.0427648371515221,0.0427707189586291,0.501622381483329,68.0107053933861,61.7908478995265,48.646822403529,44.9449918258153,36.5449902266606,24.2713865939179,18.1893379077498,10.3919963279313,5.32622375537559,0.0326302735792736,0.268368873973538,0.699000852447188
431,431,"high",0.325080405568319,0.40937654965273,0.0928014457441722,3,0.0506275861520913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571008137853866,0.114393587207125,0.242777366863903,0.0225189382780468,0.0261086670361272,0.117410991448296,0.537751314690895,69.8033016120441,60.4071581504857,53.942452797471,44.9940173995087,33.3651270772645,27.390043656238,18.0319638556681,11.1512111846211,6.33505126048071,0.0694929471457091,0.379328765464557,0.551178287389734
432,432,"high",0.324859862571136,0.366797999509167,0.105394238749079,2,0.0465233116167121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561361901667258,0.129267257160382,0.31167848769203,0.0222572106424237,0.0192210908179612,0.0667989972220343,0.51229536954266,69.2041712963959,58.8441153758467,52.5978183168635,45.9812070609686,32.7470247303034,26.7620750818236,16.6140312346889,12.0304871946199,6.27660331028232,0.164864614112813,0.0935553985161381,0.741579987371049
433,433,"high",0.214837025703732,0.393085834125987,0.106141901790292,2,0.0429681653931565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378606875809756,0.140604754249939,0.136408596456435,0.0144391138585834,0.0192254369651083,0.119875564100865,0.574625915263175,73.144730055098,59.0695449407779,55.4492023748721,42.1140187713474,32.2811025937748,27.2616941279127,17.3394087791672,11.3515671340214,5.88990718060574,0.0767375327545654,0.223368397504232,0.699894069741203
434,434,"high",0.263817625132054,0.134106191194617,0.0965664104014684,2,0.0374449509062224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460668772919883,0.171992789420803,0.238583584225744,0.0225496084512519,0.0208520265535405,0.134146185299296,0.547908507122196,69.1831130995851,59.413165655476,51.2098719721499,40.7401344480108,37.0419310775833,25.7809179820209,18.6537428140497,10.6904960333691,5.74598463289259,0.0321895651868542,0.214618408971797,0.753192025841349
435,435,"high",0.303844919491713,0.375055678553095,0.101293380381535,1,0.0426691862664216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743135094410827,0.0980840086011053,0.353534336913811,0.0201679512766874,0.0395901810122172,0.25552364647794,0.505743946960369,69.6278916402967,62.0502780866343,54.892396481301,40.7325946454989,34.1649490367134,26.1586663551864,17.9958327706856,11.7949390147345,6.16017802071949,0.0957942360246536,0.122618364955048,0.781587399020299
436,436,"high",0.383774829356522,0.397088573145916,0.100894338276207,2,0.0538009131976956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432983801812905,0.0960488525503343,0.247849976349939,0.0176349759224037,0.0223890164367188,0.222399358778489,0.552976713122902,73.0149512165368,65.8477287718676,55.8102934873956,41.8078414307842,32.3400548009364,23.9911055355027,17.9308393564146,10.2057561289338,6.05020207547444,0.0542696712479034,0.271975084034913,0.673755244717184
437,437,"high",0.299844614996772,0.535980305188207,0.0963702070507272,3,0.050478246018965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425696629938099,0.102844618505019,0.241620829196353,0.0201336129008028,0.00966058661178526,0.106465241544709,0.515701927820398,70.6817374855176,62.81029239631,53.3396744753431,45.756352550201,34.2045805957347,28.119358819343,18.2455350511542,10.635491052293,6.26108750090504,0.0247881289199719,0.121257030230023,0.853954840850005
438,438,"high",0.271742209998075,0.453556170568758,0.102130271586636,3,0.0445236513135629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507311920405653,0.139654209305602,0.0976228585333823,0.0159893615045909,0.0135415135754994,0.0379838977599024,0.51489658936856,74.4592016925033,61.3087183366476,49.7301530304696,42.2234965289515,33.0810565838272,25.2282269413302,17.8185551887695,10.3473185505374,6.36780859504205,0.0196845698675623,0.406970809368423,0.573344620764015
439,439,"high",0.294935413791469,0.322914846159762,0.0932898627019551,2,0.0407541343078176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522703761653184,0.183170571318221,0.342883257861382,0.022152857781417,0.018339355936375,0.20856619470682,0.469957288784221,70.9348915333323,57.919867826631,49.2454918645725,42.1852027629511,33.1231538773519,22.9362572952978,17.1601575105107,10.757052980082,6.2388408173986,0.390197186551503,0.126898203418331,0.482904610030166
440,440,"high",0.271160869878341,0.324213422559716,0.0978667419473789,2,0.0470745832555661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294753344002412,0.169756198236713,0.381514894183112,0.019447585665136,0.0302362198354997,0.0768006932327495,0.482610129133748,74.1868285668299,59.5266869565552,53.847674311905,43.3749490491503,31.6431197114042,22.702378476659,18.4431192844627,10.9074941978233,5.9492328597887,0.00813205066257882,0.323808997377043,0.668058951960378
441,441,"high",0.249420576975771,0.160631424627144,0.0992327781056976,1,0.0489073832846649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677056599917352,0.156304147442781,0.386286905821163,0.0166776085093436,0.020567808477515,0.0922409848161752,0.505015577998353,73.2940252833033,65.6948332280763,50.2163880201668,43.8811254587506,31.0213342295242,25.587688345971,17.2216079854952,10.9133496017343,5.76982772083419,0.0697990471263286,0.134304715440301,0.795896237433371
442,442,"high",0.365384817886977,0.20483422592553,0.0977625097047418,2,0.0406270702376283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059272867000889,0.0951804465659908,0.360723559643984,0.0208765046787682,0.0159800660865138,0.0513626506991003,0.544761814760669,65.6973398556722,62.104516908681,50.3948897299357,43.3102335694911,35.7343402263271,27.0915924824658,18.5306573720098,10.4169595595258,5.69882860534088,0.0347213823102639,0.106339306399917,0.858939311289819
443,443,"high",0.312981693376788,0.31550945023606,0.101925736199032,2,0.053988675013569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494329736257662,0.118172760406249,0.0953609088227229,0.0206929959656476,0.0302170807090953,0.0666838621239792,0.549992406303934,76.8117304576459,63.9805322957761,57.0943193318274,44.7000202183075,35.6000241472613,25.4642480906367,17.2697642914883,10.9803028365085,6.409473831284,0.0278108596889367,0.190602428494184,0.781586711816879
444,444,"high",0.305009273618528,0.53091750346097,0.10842992777657,2,0.0546066825971426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497670879325979,0.133049989550978,0.482322382627841,0.0169670322884679,0.0174908467856071,0.102978459931423,0.508123080452324,77.1777692897558,61.9667310490197,60.1680708174079,43.6420457552113,32.5768631116493,25.5578814473735,16.4563937876466,10.7844030178467,6.30230374279034,0.0178742174021135,0.0951402404535506,0.886985542144336
445,445,"high",0.32300416806617,0.33590637110597,0.103555725376773,3,0.0472530282414218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371006725917212,0.100021175576776,0.163433749491794,0.0231361982556669,0.0285312554231794,0.0713162175611454,0.554659949795008,73.0665528300514,58.7074633705591,53.246605903763,41.2091944765176,36.7033259061222,24.0405643501647,15.9463232366248,11.3628229126039,6.37687573817315,0.0398465769212939,0.483382405441059,0.476771017637647
446,446,"high",0.301239323442681,0.408801071238613,0.0954044693365345,1,0.0492881274615079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496370206311896,0.185124512662952,0.291337372377873,0.025116630736058,0.0226577606426923,0.0843850128763345,0.541870657340706,79.3758867992489,66.9574492580512,54.0131197696385,48.9553884835751,35.0122586938068,24.4082719312981,17.1838788359206,11.1015035537284,5.72787039051468,0.0153110615897468,0.234783668147166,0.749905270263087
447,447,"high",0.319336954866271,0.207766245001157,0.105129261012031,1,0.0597641566095256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049146205676459,0.152968861099187,0.178875037105221,0.0177042818213357,0.0159488394490465,0.171008556917594,0.507004170332788,81.4922454725428,59.2949570509967,50.7997588070224,39.4254887935795,35.7454336836033,24.509016380551,17.8366016067227,10.4839407621935,6.1099956265404,0.204793195615173,0.239999422715144,0.555207381669683
448,448,"high",0.294639130919163,0.297158342517674,0.0928971519225583,2,0.0460821779223653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381804138019131,0.0831791921231084,0.229997184642321,0.016711549658792,0.0653129895261402,0.0780037427632945,0.507877264059823,68.1089098267746,60.5064601965815,55.37185084519,44.7763574518508,34.0371205594016,25.3194313848179,17.3999254499195,10.1834931569103,6.08167068368983,0.0218208499038585,0.369019494227745,0.609159655868396
449,449,"high",0.319090122999497,0.141678600762694,0.0956372527894133,3,0.054185343680028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038962693398282,0.134168106424895,0.466253639141096,0.0158252065147316,0.0188873374200325,0.118854965037135,0.589274197374345,75.4729076464022,61.3580021221573,51.4983638656249,44.0762178325008,36.6312551760712,24.9663629518102,17.6222756318347,11.392405162525,6.09060397920926,0.139217159492814,0.280840692907541,0.579942147599645
450,450,"high",0.312328065099086,0.305501635781826,0.095444721234309,1,0.0591447470007916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521549614542877,0.188148575794494,0.537893668274116,0.0190346464120433,0.0154667802979306,0.0875903048723179,0.490249878788118,71.2369637998195,58.2881947919079,49.9426374557259,45.9531332438626,33.8950871986693,24.6580801926166,16.1191163719263,11.3623972977747,6.48622711929404,0.00489827700963723,0.200793923476751,0.794307799513612
451,451,"high",0.342400879843271,0.249875991770035,0.106562185810037,2,0.0535295167341397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044829275228019,0.143328692141157,0.552152162989494,0.0147095276395444,0.0152483591700615,0.090859200524592,0.542445216409502,62.3688296842338,62.6137280183954,53.8556524637378,43.8156318725349,35.555940496074,24.5792709437612,19.1425427358286,11.6313750656262,5.8173004025242,0.00839591046362429,0.249945106382969,0.741658983153407
452,452,"high",0.30090109788343,0.135243873846702,0.101611117608659,1,0.0494206994335026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391767185459321,0.163369038498256,0.103003940951639,0.0165083442474863,0.0181645360751485,0.0683768587834475,0.457401126544619,68.3095484162191,64.0467222814599,55.0127258977035,46.2473331507725,31.3476123621606,25.0155086020716,16.7343895607434,10.6790647753681,6.21745766007214,0.0633038466049029,0.316639455090148,0.620056698304949
453,453,"high",0.357798843194695,0.464002241642324,0.0986157855650691,1,0.0506593549261367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557241795800544,0.100743740485413,0.419393753174966,0.0197786540899903,0.0337173954654287,0.133228698814003,0.5517711891617,67.9631746894474,58.5967282722543,52.0020145631011,46.1861107685437,33.8413694377384,26.0025938726229,16.9727025047221,10.1685259885113,6.12172282489174,0.181557026715781,0.295217255847068,0.52322571743715
454,454,"high",0.290613517513277,0.277180567051907,0.103276669032534,1,0.0460418516459704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478410099014944,0.116530886827583,0.230323536100556,0.0177978219853483,0.0334778768310716,0.0985998393283706,0.542061811772839,71.073899429432,63.6309943285533,51.8114393570278,39.775337825997,34.1448680256381,24.8825695618697,16.9185556958733,10.6846223554847,6.44962245003099,0.0697140247923966,0.225870947283919,0.704415027923685
455,455,"high",0.343436217680253,0.313774286255897,0.107913013704889,1,0.0510510324747703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592073429113293,0.0946907170189025,0.328844131232437,0.0194956032578153,0.0180626849436913,0.0574246588061114,0.529045346310351,70.6461139569646,60.9359115851299,51.6527017284534,44.8439459739669,33.1038878207756,25.6870217899865,16.9215777727918,11.1251196554783,6.00055546465518,0.194039706522612,0.137573090338933,0.668387203138455
456,456,"high",0.277981385132246,0.625781156485486,0.0954631195896928,2,0.0473806811134954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443053066495172,0.198214873965962,0.472243914575761,0.0246015811470722,0.0237970217335924,0.248392239943286,0.556405983435187,68.9260261424131,63.2730127263686,49.9483775332656,45.0896431010177,34.3027371897212,24.8226397951405,16.9922460068612,11.2218772565234,6.11923458633382,0.0040669035814053,0.225688301722079,0.770244794696515
457,457,"high",0.371149249919154,0.257512637299257,0.0948307209952997,2,0.0509114078462628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418758138444451,0.0902312033863313,0.291857011212463,0.0206514760199772,0.012591458085898,0.149038741893411,0.51853067327906,75.8178151513227,63.5094049405708,52.2594484822379,41.7500786360668,35.2168083664497,22.4676401872312,17.3475496915598,11.4624018938134,6.80711114650141,0.00807416564677495,0.0846187049822422,0.907307129370983
458,458,"high",0.274937055222683,0.231713808606755,0.0987346155887205,2,0.0521170244301108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489214901630658,0.142771822883793,0.400364279304423,0.020603456613192,0.0290524617725461,0.116003366813519,0.68700647997413,76.8050409432718,56.4346145629183,56.4322978354805,44.3538912200424,35.6924442660791,23.7863367755201,18.436950239532,10.6070917660766,6.30258338180759,0.0532611992604942,0.220846911054138,0.725891889685368
459,459,"high",0.256749552790857,0.542871632011635,0.0982112870825127,1,0.0448531571382409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360953969842334,0.121463543567833,0.285709757870527,0.016770152405544,0.0458549084626853,0.0545451412397058,0.527289860325286,72.4092379517121,64.6667802761691,53.9551245539949,46.0200684521718,34.0099453447966,25.1937323509859,18.1456870227009,10.5672872022828,5.89885329511107,0.0742416275037276,0.416425191242274,0.509333181253998
460,460,"high",0.354292483965257,0.525624920903385,0.0935693347894653,2,0.0462425123500372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331539094522728,0.124777656562615,0.473221290567981,0.0227348629448106,0.0569155186932952,0.164682958655238,0.557209023322726,74.9336071942898,62.6366146704757,52.7293305329263,40.4358134469125,36.0069139540194,24.8443333600421,19.367454469278,11.2790560836266,6.45761140064036,0.0837217077316785,0.138473315590966,0.777804976677356
461,461,"high",0.269740278839223,0.203520569254321,0.100402083460875,2,0.050028081729041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530304984635299,0.177687285334162,0.36485574753434,0.0169327792684268,0.0186863545858794,0.119668710606712,0.472019179524022,71.8161695849166,55.421482506362,48.4591648997465,43.0192098620683,33.8668754953798,24.5423187256835,18.2368340195155,10.6376626833429,6.38735424458502,0.0252769705245632,0.187094207582625,0.787628821892811
462,462,"high",0.295360798229536,0.260064896615198,0.0931231981956113,2,0.046777810602437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485755545936282,0.135179551581632,0.58504349333578,0.0217321138401076,0.0120784410210931,0.136962300811894,0.484107224742926,66.3478765149669,59.2678239800843,53.5415680276312,41.8778196863092,35.1682044654608,24.064489768023,17.7889686134906,11.0864605155129,6.41469002368549,0.0237610078099537,0.0977635432125858,0.87847544897746
463,463,"high",0.278994778865644,0.408419474897092,0.101450230201911,1,0.0512838707458829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594397275838879,0.110063129627581,0.299852036366394,0.0174843796673417,0.0253756901661869,0.150686621140102,0.549076938555528,68.737148184264,61.4809866699102,52.0603404697107,42.4339999778585,35.0805633220152,27.1497121740428,18.0439666913942,12.102421589163,5.92743377240806,0.0367824672152717,0.155780045152868,0.80743748763186
464,464,"high",0.308193626912841,0.322156875059874,0.101795587632352,3,0.0456342846595366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517720991104957,0.142544279635994,0.408012987255743,0.0267473915230957,0.0340990468680242,0.102257501851607,0.448114308643631,73.7862088726447,59.3666691203134,47.9743498761858,42.7185758979118,34.255410538795,25.0245853052219,17.4820449183491,10.2734450626761,6.23325776446083,0.0845798352716147,0.392640294226897,0.522779870501488
465,465,"high",0.287513110367478,0.3177936266631,0.102464384416973,3,0.0453748539404182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050451546312444,0.150766358545243,0.168438182018542,0.0188800017710744,0.0162306434536563,0.182862178076436,0.492723906290311,72.9285804118625,59.2262844724953,50.4311473515261,41.2766212183401,38.8302323356429,25.4520155742218,17.8456115260779,10.9101032133366,5.63880990551999,0.0157177783549017,0.365690921915082,0.618591299730016
466,466,"high",0.299471363399519,0.314005123848492,0.108622233877676,3,0.0616067417150385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595520313014549,0.121353657768758,0.434992693065834,0.0208526070413316,0.0264812961568252,0.192107146331,0.58203022862829,70.654937881738,63.932158508133,51.045426891218,42.58054880755,34.4540443998315,24.1980365637685,16.9470937946778,11.4173231319692,6.24778201592148,0.142401753784334,0.325617240783352,0.531981005432313
467,467,"high",0.38153659923466,0.288674256361056,0.0872728242837507,2,0.0557385555708676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623570616051439,0.149711799602688,0.219922698156682,0.0214627626935094,0.0254179364375581,0.221973438003079,0.518244003847319,74.189356956343,63.9558548502869,52.6723786922136,41.6465052833972,34.0551936447117,25.3007753155015,18.435243244784,10.1025445709067,6.43351955195239,0.00813645082122888,0.219031647007566,0.772831902171205
468,468,"high",0.327334578757927,0.29470781387723,0.109870639360537,1,0.0510218846314126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642144563287326,0.152481693571906,0.330729893305691,0.0185595174654614,0.018529267191409,0.103841851885637,0.560531112708417,68.7607746292031,66.6760408900544,52.9143488985678,42.6937218677991,34.3399345574014,25.9295229821916,19.8064237030819,11.0786515137802,5.86320718950701,0.0457941180156692,0.157309462521301,0.796896419463029
469,469,"high",0.239650157378342,0.230498310326028,0.108628088652065,3,0.0401340177601882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549318076086347,0.189273309970863,0.379060462844616,0.0177435372370029,0.0346673240759877,0.170144142067753,0.475637771541088,71.195825071926,64.1499914561916,53.8243745674132,41.3069932060111,33.5306101933554,26.8195840527689,17.5291873268843,10.3707819101303,6.27474123650002,0.0427660916716175,0.24472799487913,0.712505913449253
470,470,"high",0.259189074773315,0.393600100829968,0.0926425503329183,2,0.0506964187774226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328531900710066,0.110620302523628,0.16013091853315,0.0209246622186272,0.0239702272628181,0.175282494376187,0.523371153194314,70.133776253324,65.4455834614672,57.0189355737751,44.0344042245196,32.8334183356551,26.7118162579718,17.1101949549154,10.8760352917948,6.00788892481214,0.115713008024757,0.212959461576457,0.671327530398786
471,471,"high",0.291639172550222,0.260937418358827,0.110046419448341,1,0.0544660098281214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453365037758104,0.099918147085395,0.256396853636382,0.0211174339101778,0.0327106341925507,0.146516821577384,0.476177849935754,69.6072666874499,65.0713455730851,55.4071166553784,40.2156020644041,35.7854712747015,25.6891461051137,17.0683290293105,11.1149129783828,6.13531598397888,0.0865058845210903,0.177394652689015,0.736099462789894
472,472,"high",0.351355973932138,0.146946081012869,0.0999373095871018,2,0.0418765961671297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060165691680131,0.164890742652321,0.418655036812792,0.0203105122827764,0.0424848822539016,0.0991916185547843,0.57062893180408,67.8278564303597,57.6524652571657,53.8873622126794,43.1227363431482,32.7991166506644,26.4538254460477,16.3576044195598,10.2193435731252,6.06086040888121,0.0142378531909943,0.188569749146641,0.797192397662364
473,473,"high",0.27792184240304,0.138784722062247,0.0979097633208104,3,0.0574319349535909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354048454034693,0.10789756497388,0.326593845171559,0.0225007991425629,0.0201217957880612,0.305484049325916,0.534436023684862,73.2033999509635,62.5434827012128,54.7461283447259,42.5630799212151,35.2457489528673,26.6581538271645,17.8860564216076,10.1141734480096,5.87871598689293,0.031781666745346,0.150383800893807,0.817834532360847
474,474,"high",0.29852659670074,0.381876620508392,0.107406474016015,3,0.0466733693231502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698618626336972,0.145452087825438,0.165958249489579,0.020057200992292,0.0063824315686389,0.123404626057778,0.452399212783513,75.4219678476042,59.400406713842,50.1144642626912,41.9520758220752,32.1057930768276,24.4256049170288,18.9824103669366,12.1957924257277,6.13906641028272,0.0361923897815253,0.262122845332361,0.701684764886113
475,475,"high",0.339455986808242,0.638060224689691,0.0933772529457248,3,0.0576391639349259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439478496189443,0.150319605510248,0.395786092850486,0.0238181394195606,0.0256907846640925,0.093313704619997,0.584725617662115,69.5024627490793,65.0545326616177,54.5962425053158,41.1005324300422,33.6415649209568,26.0626708363173,17.7627490524551,11.3769221467543,5.61837183128158,0.0475695061662648,0.220315209106475,0.73211528472726
476,476,"high",0.291059733936474,0.261543157456453,0.0996221837147061,3,0.05045971136914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436366036863942,0.116857943068503,0.299247538518542,0.0201512147839536,0.0446640783799703,0.107108847693325,0.533036017210288,76.5173178470713,60.6565343915706,50.6848981210343,45.2822219866356,32.9836092942623,21.7619238346132,18.1301878905003,12.2658261822533,6.1341535597337,0.0147160583635447,0.336212384134199,0.649071557502256
477,477,"high",0.249016068528134,0.385280046818065,0.103186695140942,2,0.0453486221552649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424456168684528,0.113675901345181,0.262690081121157,0.0215528346642401,0.0361609072244851,0.115841100358477,0.525712615459206,70.6060181777016,63.9158249795899,52.4203014738392,42.1548513578036,35.1433175784443,25.8248815631896,16.3830329281487,10.2767193530505,6.12884210301599,0.11132766720616,0.151638195936115,0.737034136857725
478,478,"high",0.3312906553175,0.47075798430484,0.0938852000254711,2,0.0385214289395739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039004405990315,0.102792240377934,0.281391602417314,0.0236998423005076,0.0409852599121201,0.0854505452316123,0.5430709641088,74.9254557363837,58.4890958255433,49.9034536794367,39.5779204661014,33.7621694859152,25.0100815710092,17.4470831113521,10.9114825856922,5.82498928972556,0.0479630282876799,0.242495692909689,0.709541278802631
479,479,"high",0.279263264863651,0.488057900155928,0.0972225165722708,2,0.044793028033794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527300216197005,0.120670502898141,0.24911979138223,0.0198330749342072,0.00943869265361552,0.067660966638619,0.517224113183771,71.2303373469142,65.3002293254783,53.4738141830188,44.092860548963,34.7159124649489,24.0493893423251,17.4143983377458,10.797710202947,6.12799561659771,0.0646963419491622,0.338289518517566,0.597014139533272
480,480,"high",0.293427070086358,0.333760606374872,0.0993151925009271,2,0.049936720185069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509619711714611,0.112210624851263,0.289589590394879,0.0182818835525622,0.0186217146718821,0.0806524446880248,0.54555166323235,72.5241549568821,56.7978497582781,50.5531138812444,41.2664095088739,35.4261452580747,24.6731101670426,17.3664558820379,11.1327200413531,6.57360576605709,0.0247215217603971,0.125040425931437,0.850238052308166
481,481,"high",0.33707663356706,0.675972050293525,0.0904693624593233,1,0.0525257649094771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783522781234695,0.131598910744456,0.386040502265433,0.0168246755178139,0.0384892308205031,0.11439735363002,0.575351835087594,72.2570071456655,59.3619387678884,52.2490681941558,44.3306432378416,34.4416868062614,24.8798562929756,17.6415154783743,11.1394830824068,5.6306427685401,0.0841473746966632,0.369924618346371,0.545928006956966
482,482,"high",0.331924304303746,0.281807196638482,0.10125933377072,2,0.0496425991214856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384176377920834,0.0956586663720834,0.273064257012909,0.0204458197441497,0.0371683969072887,0.0839777868973228,0.572624429215481,73.0856492037551,57.9699508617652,52.0945339351187,41.6386321919752,32.5600626283857,25.548476987906,18.3476925067409,11.4015199732453,5.81633431044334,0.0120408047495614,0.333495943711272,0.654463251539166
483,483,"high",0.33814209164505,0.715634550284125,0.113403477537009,2,0.0435650638870931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664072213768401,0.116410819586518,0.32784002821668,0.0187118772814608,0.022685574307035,0.124069413490343,0.515505104987812,70.1515856804166,62.6575751863446,54.1996113410332,45.299900626828,34.0023367245406,24.1333760944348,17.8790646599007,10.2598459956197,6.23958548493677,0.12257705378401,0.18271324459256,0.694709701623429
484,484,"high",0.287165253621066,0.442685207646861,0.0873039348817783,3,0.0598404158537509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483616250288077,0.14709815028874,0.41209398812099,0.0166896474095887,0.0264476971659667,0.12268647682524,0.522096065945067,68.5312960769565,58.2681145536157,54.1096526706326,44.1558374855494,34.1254827480155,22.8589917941032,19.6272564003836,11.0400736679988,5.18835808136919,0.0314787242696927,0.131344273593407,0.837177002136901
485,485,"high",0.245572056463675,0.349262774713731,0.10208618456156,2,0.0472787775633017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368934826507564,0.13620199006797,0.0708446664387058,0.0153472968813235,0.0240754324184528,0.15148979847657,0.520471328600161,70.9601283752084,62.1979314402919,54.5246647761308,42.9013965164226,35.2867915661858,23.8228031385189,16.379792983529,11.250594052313,5.94178711669392,0.149995553341166,0.272338517249378,0.577665929409456
